task_id,origin_id,source_type,repo,language,statement,gold_has_defect,gold_defect_types,gold_severity,gold_label_source
ac_022,swe_django__django-10914,acceptance_criterion,django/django,Python,"Given a Django project with the default settings, when a file is uploaded using FileSystemStorage without explicitly configuring FILE_UPLOAD_PERMISSIONS, then the permissions of the uploaded file should be set to 0o644.",False,,none,rule_seeded
ac_023,swe_django__django-10914,acceptance_criterion,django/django,Python,"Given a Django project with the default settings, when a large file is uploaded using FileSystemStorage without explicitly configuring FILE_UPLOAD_PERMISSIONS, then the permissions of the uploaded file should be set to 0o644.",False,,none,rule_seeded
ac_024,swe_django__django-10914,acceptance_criterion,django/django,Python,"Given a Django project with the default settings, when a small file is uploaded using FileSystemStorage without explicitly configuring FILE_UPLOAD_PERMISSIONS, then the permissions of the uploaded file should be set to 0o644.",False,,none,rule_seeded
ac_025,swe_django__django-10914,acceptance_criterion,django/django,Python,"Given a Django project with the default settings, when a file is uploaded using FileSystemStorage without explicitly configuring FILE_UPLOAD_PERMISSIONS, then the permissions of the uploaded file should not be set to 0o0600 on systems where this behavior occurs.",False,,none,rule_seeded
ac_026,swe_matplotlib__matplotlib-18869,acceptance_criterion,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be present and of type string.",False,,none,rule_seeded
ac_027,swe_matplotlib__matplotlib-18869,acceptance_criterion,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `version_info` attribute should be present and of type tuple.",False,,none,rule_seeded
ac_028,swe_matplotlib__matplotlib-18869,acceptance_criterion,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `LooseVersion` attribute should be present and of type instance.",False,,none,rule_seeded
ac_029,swe_matplotlib__matplotlib-18869,acceptance_criterion,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be equal to the string representation of the `version_info` tuple.",False,,none,rule_seeded
ac_030,swe_matplotlib__matplotlib-18869,acceptance_criterion,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `__version__` attribute should be equal to the string representation of the `LooseVersion` instance.",False,,none,rule_seeded
ac_031,swe_matplotlib__matplotlib-18869,acceptance_criterion,matplotlib/matplotlib,Python,"Given a Python script that imports matplotlib, when the script is executed, then the `version_info` tuple should be equal to the tuple representation of the `LooseVersion` instance.",False,,none,rule_seeded
ac_032,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then the default protocol should be retrieved from the user environment.",False,,none,rule_seeded
ac_033,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then if the user environment does not contain a configured protocol, the default should be dubbo.",False,,none,rule_seeded
ac_034,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is specified and no user-defined application protocol is provided, then the specified protocol should be used.",False,,none,rule_seeded
ac_035,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then if the user environment contains a configured protocol, it should be used.",False,,none,rule_seeded
ac_036,poly_apache__dubbo-10846,acceptance_criterion,apache/dubbo,Java,"Given a MetadataServiceExporter instance, when the metadata protocol port is not specified and no user-defined application protocol is provided, then if the user environment contains a configured protocol, it should override the default dubbo protocol.",False,,none,rule_seeded
ac_037,poly_apache__dubbo-11255,acceptance_criterion,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the application name should be included in the labels of all metrics.",True,overly_broad_requirement,minor,rule_seeded
ac_038,poly_apache__dubbo-11255,acceptance_criterion,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the dashboard should display all available metrics for the application.",True,overly_broad_requirement,minor,rule_seeded
ac_039,poly_apache__dubbo-11255,acceptance_criterion,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the dashboard should display aggregated data such as total requests and succeed requests.",False,,none,rule_seeded
ac_040,poly_apache__dubbo-11255,acceptance_criterion,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the dashboard should display system load average and CPU usage.",False,,none,rule_seeded
ac_041,poly_apache__dubbo-11255,acceptance_criterion,apache/dubbo,Java,"Given a JVM application, when the application is running and metrics are collected, then the dashboard should display peak thread count and processing requests.",False,,none,rule_seeded
